visitor_id,item_id,how_many_view_for_item,how_many_view_for_item_in_last_week
350669,359985,1,1
350721,191726,3,3
350726,229388,1,1
350727,97661,2,2
350727,38083,2,2
350733,13711,6,6
350826,54567,2,2
350839,120941,1,1
350906,228464,2,2
350906,401368,10,10
350950,384302,1,1
351138,444365,3,3
351193,455183,2,2
351199,465751,2,2
351207,103941,1,1
351211,51157,0,0
351211,167769,2,2
351211,30323,0,0
351239,175251,1,1
351239,112992,1,1
351278,24751,3,3
351291,419980,0,0
351340,376971,3,3
351340,229928,1,1
351340,290623,1,1
351340,381150,3,3
351495,202469,1,1
351585,6248,1,1
351628,438484,1,1
351630,224187,0,0
351636,206356,1,1
351650,198539,1,1
351661,461686,2,2
351710,409804,1,1
351730,416017,10,10
351810,52547,2,2
351849,430491,1,1
351849,438406,1,1
351849,233429,2,2
351870,326213,2,2
351921,442131,3,3
352031,138502,1,1
352051,379295,1,1
352145,436412,4,4
352182,230842,2,2
352182,268081,4,4
352184,392074,2,2
352190,51650,0,0
352191,253271,2,2
352193,358041,1,1
352199,187621,3,3
352202,262477,1,1
352283,386563,0,0
352296,248973,3,3
352300,260735,1,1
352300,202580,0,0
352300,248037,0,0
352300,52897,0,0
352347,301524,28,27
352373,450455,0,0
352381,418277,2,2
352400,435638,1,1
352412,130865,1,1
352451,297596,1,1
352452,448453,1,1
352619,267891,0,0
352619,106454,0,0
352619,321246,0,0
352619,109583,1,1
352650,84160,3,3
352931,161623,3,3
352936,418540,2,2
352955,158912,0,0
352972,45317,0,0
353047,22814,1,1
353064,403419,3,3
353070,465616,3,3
353143,30964,2,2
353162,367480,1,1
353167,262358,6,6
353175,446411,0,0
353262,142846,1,1
353265,409466,1,1
353375,443996,5,5
353389,440677,1,1
353415,29863,2,2
353419,327799,1,1
353423,254477,3,3
353423,43725,2,2
353428,399674,2,2
353568,178669,2,2
353643,431216,5,5
353653,24728,1,1
353739,207734,6,1
353739,119736,0,0
353739,238447,0,0
353739,158666,1,1
353785,291394,7,7
353915,270120,1,1
353923,165337,2,2
353929,90210,0,0
353930,387780,1,1
354014,289633,2,1
354084,325844,1,1
354084,9131,4,1
354084,72235,2,2
354084,376843,0,0
354084,161553,1,1
354084,434325,6,1
354084,322477,0,0
354084,12404,7,6
354084,322887,2,1
354103,392283,1,1
354103,309778,2,2
354104,179813,0,0
354324,78890,1,1
354330,213834,2,2
354338,169959,0,0
354368,187351,0,0
354436,208939,1,1
354447,41295,3,3
354447,193488,3,3
354554,369933,3,3
354579,104781,3,3
354579,6720,1,1
354601,127360,1,1
354633,340749,1,1
354646,211269,0,0
354660,413902,2,2
354693,451312,1,1
354704,408126,1,1
354752,429264,3,3
354764,233734,2,2
354766,329729,0,0
354766,1895,1,1
354766,184370,1,1
354785,402462,5,5
354804,4537,1,1
354894,394931,2,2
354959,287413,1,1
354959,117196,0,0
354959,145635,0,0
354959,173803,2,2
354959,196930,1,1
354959,127619,2,2
354959,381962,0,0
354959,342158,1,1
354959,222800,2,2
354959,235613,1,1
354959,308965,1,1
354984,374101,2,2
354994,365437,3,3
355021,134751,1,1
355026,206919,1,1
355045,426031,1,1
355053,350191,2,2
355056,17478,2,2
355083,52039,3,3
355089,410117,0,0
355090,170353,2,2
355099,43330,1,1
355146,379192,0,0
355146,93169,0,0
355146,379935,0,0
355146,369447,2,2
355148,222116,0,0
355148,83077,2,2
355148,387636,0,0
355148,200048,11,11
355148,321574,1,1
355149,10034,0,0
355149,91438,0,0
355207,177324,1,1
355275,350384,5,5
355297,213213,2,2
355305,291723,2,1
355307,390379,1,1
355322,328236,0,0
355334,46109,0,0
355339,238005,5,1
355396,74371,0,0
355396,375669,0,0
355414,320004,2,2
355430,325310,0,0
355458,107972,3,3
355514,188238,0,0
355547,370755,2,1
355589,184620,2,2
355596,235047,2,2
355625,460188,5,5
355667,162416,1,1
355706,169720,3,1
355706,182050,5,5
355741,114851,0,0
355762,293035,5,5
355796,383636,0,0
355796,101021,2,2
355834,318893,2,2
355834,187602,1,1
355834,175199,1,1
355834,300394,0,0
355834,148146,1,1
355934,4538,1,1
355971,32581,1,1
355971,461686,2,2
355971,421632,1,1
356001,170671,4,4
356005,27412,10,6
356005,196991,2,2
356005,301602,3,3
356005,175246,8,6
356005,165817,6,3
356005,395952,5,1
356005,165664,4,4
356099,317218,3,3
356099,185206,1,1
356117,379273,4,4
356136,98665,2,2
356159,458046,1,1
356180,174114,1,1
356203,211418,1,1
356204,356635,22,22
356231,55955,4,4
356234,80435,1,1
356266,49544,1,1
356295,102536,1,1
356299,347220,1,1
356300,355874,0,0
356329,266900,1,1
356340,449559,1,1
356386,271335,0,0
356386,186108,0,0
356478,227790,1,1
356516,229723,1,1
356531,156469,2,2
356571,323381,1,1
356589,80858,2,2
356614,359053,5,5
356648,277609,1,1
356680,383001,2,2
356715,220136,1,1
356741,359251,0,0
356741,377981,0,0
356807,160984,2,2
356807,116298,1,1
356807,393857,2,2
356807,349417,1,1
356807,336405,1,1
356807,263501,1,1
356807,356084,1,1
356818,333804,0,0
356818,339975,0,0
356943,289982,4,4
357053,235771,2,2
357066,145482,1,1
357141,254196,4,4
357181,229725,3,3
357191,345156,2,2
357209,277742,2,2
357264,450763,1,1
357317,365620,8,8
357318,428644,20,3
357335,253710,2,2
357339,432343,2,2
357348,207420,1,1
357402,396930,2,2
357448,285725,1,1
357464,409804,0,0
357464,437767,0,0
357464,46232,1,1
357470,391917,2,2
357488,431310,3,3
357587,256706,1,1
357637,449912,0,0
357649,41440,5,5
357826,461686,2,2
357848,349081,2,2
357865,396186,0,0
357865,438554,1,1
357865,432011,0,0
357875,126252,2,2
357886,46458,2,2
357958,216930,0,0
358003,194044,1,1
358114,70327,1,1
358176,168411,1,1
358176,457135,0,0
358195,170390,19,5
358195,272152,2,1
358215,286558,1,1
358323,388097,1,1
358404,268055,2,2
358407,227076,1,1
358451,192227,2,2
358451,268335,1,1
358458,320130,1,1
358507,355707,2,2
358516,124193,1,1
358516,152120,2,2
358516,200854,3,3
358516,432184,3,3
358516,77769,2,2
358516,149253,2,2
358516,460553,4,4
358516,84593,2,2
358516,275066,3,3
358516,54771,2,2
358516,188353,3,3
358516,393978,2,2
358516,454818,1,1
358516,188718,1,1
358516,430094,4,4
358598,201620,1,1
358606,228151,0,0
358617,345156,1,1
358631,65273,0,0
358641,282517,1,1
358648,281211,1,1
358695,372318,1,1
358714,159542,2,2
358734,447666,2,2
358763,406368,5,5
358806,68000,2,2
358806,437602,3,3
358880,196513,1,1
358956,67590,1,1
358983,222642,2,2
359027,173065,3,3
359057,432478,5,5
359060,78163,1,1
359062,193609,0,0
359062,316820,0,0
359094,299384,6,6
359145,45330,3,3
359146,317199,1,1
359174,1255,0,0
359210,140416,1,1
359226,83127,2,2
359316,413784,1,1
359335,139332,1,1
359421,55925,1,1
359421,357054,3,3
359436,151234,1,1
359436,294773,1,1
359448,207907,2,2
359520,257040,3,3
359530,262098,0,0
359631,152398,2,1
359647,189339,2,2
359657,116576,1,1
359681,15466,3,3
359681,1255,3,3
359681,36904,1,1
359718,132683,2,2
359742,46444,1,1
359875,13576,0,0
359880,345694,1,1
359890,145100,3,3
359914,307322,3,3
359914,124579,2,1
359960,315405,2,2
359967,352634,2,2
359967,233132,1,1
360033,260878,0,0
360199,21013,3,3
360223,258058,1,1
360235,166179,0,0
360235,350240,0,0
360236,19174,3,3
360236,323506,3,3
360236,312781,3,3
360237,397390,0,0
360271,390934,8,8
360273,436379,1,1
360277,214800,1,1
360289,146861,2,2
360289,245852,1,1
360289,378940,1,1
360289,328365,2,2
360295,76060,7,7
360295,331616,0,0
360313,429439,3,3
360319,122941,1,1
360333,443103,2,2
360333,301682,1,1
360333,116258,4,1
360333,89087,2,2
360333,268335,0,0
360340,85199,1,1
360393,159174,2,2
360394,437106,2,2
360437,396489,1,1
360464,380747,1,1
360504,246468,1,1
360504,423395,0,0
360552,367490,3,3
360552,122449,3,3
360573,412464,2,1
360602,175573,1,1
360618,289633,0,0
360694,252593,0,0
360694,122853,0,0
360694,250041,0,0
360694,294307,2,2
360694,49914,0,0
360694,450788,0,0
360742,166691,5,5
360777,167978,0,0
360795,247868,3,3
360805,233958,9,9
360805,319099,2,2
360805,219104,3,3
360805,186214,3,3
360805,2836,5,5
360805,358041,3,3
360805,122853,2,2
360864,370805,5,5
360864,161772,5,5
360921,81473,1,1
360921,270388,0,0
360921,274226,5,5
360921,390167,0,0
360921,297931,0,0
360921,237413,0,0
360921,2826,0,0
360921,267451,0,0
360921,270291,0,0
360921,364123,0,0
360921,26477,0,0
360921,11976,1,1
360921,176419,1,1
360921,43090,0,0
360921,260481,1,1
360921,396454,0,0
360921,41135,0,0
360921,275701,0,0
360921,323096,0,0
360921,436423,0,0
360921,167827,0,0
360921,355605,0,0
360921,387504,0,0
360921,116703,0,0
360921,98467,1,1
360921,458178,2,1
360921,141992,2,2
360921,402472,1,1
360921,288450,1,1
360921,221597,0,0
360921,378209,2,2
360921,355325,0,0
360921,317361,2,2
360921,156414,0,0
360980,175777,2,2
361014,430288,0,0
361014,231796,0,0
361041,221561,8,4
361066,347617,1,1
361165,315543,2,2
361208,462455,1,1
361248,309933,1,1
361261,47415,3,3
361266,315545,1,1
361295,341716,1,1
361337,179834,5,1
361339,20388,8,8
361396,203233,3,3
361445,175560,4,4
361470,441250,7,7
361470,63439,2,2
361470,42813,4,4
361470,274008,2,2
361470,455886,7,7
361470,63769,3,3
361470,269177,1,1
361470,443101,2,2
361470,325670,2,2
361470,239896,3,3
361470,358697,4,4
361470,28687,5,5
361470,150185,4,4
361470,318785,3,3
361470,168972,1,1
361470,222163,1,1
361489,441852,0,0
361527,391496,4,4
361594,260878,0,0
361618,425808,1,1
361702,332255,1,1
361702,442427,0,0
361748,292418,1,1
361748,82050,2,2
361761,409804,1,1
361853,58151,2,2
361876,368112,0,0
361876,59761,1,1
361903,320130,1,1
361905,190000,3,1
361910,368060,2,2
361923,454422,4,4
361960,450082,2,2
361993,55834,2,2
362028,389216,0,0
362057,250908,3,3
362073,51405,1,1
362141,311200,10,10
362254,298640,4,4
362265,224586,1,1
362335,339703,1,1
362391,330894,4,4
362530,253615,2,2
362680,79386,2,2
362824,344892,3,3
362854,105063,3,3
362861,10384,1,1
362861,230058,1,1
362879,354233,2,2
362910,111530,4,4
362912,305188,6,2
362965,71530,1,1
362995,370372,4,4
362995,18454,3,3
363040,245684,1,1
363116,197723,2,2
363166,168952,2,2
363182,329576,1,1
363277,178621,6,6
363277,201701,6,6
363313,337698,1,1
363396,32612,3,3
363402,121078,7,7
363494,463617,0,0
363524,134330,1,1
363572,164702,1,1
363572,264605,1,1
363577,413902,4,3
363617,227653,0,0
363618,43475,2,2
363618,392652,2,2
363628,306285,2,2
363754,447661,1,1
363895,3675,9,8
363895,399031,5,5
363916,424421,1,1
363924,360922,6,1
364029,385638,8,8
364041,417912,1,1
364041,343133,6,6
364041,15586,2,2
364143,275580,0,0
364187,316753,0,0
364212,47682,2,2
364232,2029,1,1
364303,146950,1,1
364310,331159,0,0
364313,374996,6,6
364319,327614,0,0
364431,434534,1,1
364451,355595,0,0
364454,207749,1,1
364454,17586,7,7
364454,298588,6,6
364454,238472,4,4
364454,404588,12,12
364456,261494,2,2
364567,345279,1,1
364628,431853,1,1
364640,445351,1,1
364726,365015,3,3
364765,442061,1,1
364798,39440,3,3
364815,243250,1,1
364831,294284,5,5
364892,458046,1,1
364903,427979,1,1
364967,442504,8,4
364967,388227,4,4
364967,148328,2,2
364967,374716,2,2
364967,426958,4,4
365013,171586,6,6
365058,243980,3,3
365060,31640,1,1
365135,208939,1,1
365136,224586,1,1
365146,42940,1,1
365146,312555,1,1
365175,69619,6,6
365192,287536,1,1
365194,371794,1,1
365257,217703,0,0
365275,383087,0,0
365286,167750,11,10
365288,183313,1,1
365314,301770,1,1
365315,304081,7,1
365315,146274,5,5
365315,218771,9,9
365324,288249,1,1
365347,419371,1,1
365439,458167,2,2
365472,13825,0,0
365474,287449,0,0
365536,187008,1,1
365545,402455,0,0
365654,445351,1,1
365676,244571,0,0
365707,373128,2,2
365713,174260,1,1
365740,390285,0,0
365832,339829,2,2
365844,168952,2,2
365845,92668,4,4
365894,314642,0,0
365905,459201,3,3
365905,361955,1,1
365905,430197,12,12
365942,235262,2,2
365962,72031,6,6
365962,217043,16,16
365962,7111,10,10
365978,385014,3,3
365978,324623,1,1
366197,121835,7,7
366202,460553,0,0
366204,128519,2,2
366242,419415,2,2
366242,256050,1,1
366250,433809,2,2
366303,90389,6,6
366312,110315,1,1
366312,45972,1,1
366331,174993,4,4
366350,248718,3,3
366377,26832,1,1
366382,1377,3,3
366382,386160,1,1
366382,424325,1,1
366391,180128,1,1
366399,295537,4,4
366436,306809,1,1
366436,33139,3,3
366451,430491,3,3
366464,290999,1,1
366469,247909,2,2
366509,128745,2,2
366538,252068,0,0
366538,350525,1,1
366637,396882,3,3
366681,389018,2,2
366681,134191,1,1
366706,192245,1,1
366734,123212,2,2
366742,231810,4,4
366799,344723,0,0
366837,274798,2,2
366943,99412,1,1
366943,417536,1,1
366943,172842,2,2
366943,95174,1,1
366943,313337,1,1
366943,191508,2,2
366943,78279,1,1
366943,352644,1,1
366947,274028,0,0
367066,302563,5,5
367066,459626,3,3
367075,264308,2,2
367079,441953,6,4
367087,179372,3,3
367106,155548,4,4
367291,159428,3,3
367295,115663,0,0
367301,104394,3,3
367301,188390,16,9
367329,365044,3,3
367337,101050,0,0
367350,35356,1,1
367351,386947,0,0
367351,198784,1,1
367376,109663,2,2
367478,198209,0,0
367485,338879,3,3
367689,357044,0,0
367691,148360,1,1
367698,287449,1,1
367698,444190,1,1
367698,29757,0,0
367762,428268,1,1
367773,119064,0,0
367862,466109,2,2
367907,339517,0,0
367918,76971,1,1
367938,61298,2,2
367943,257308,7,7
367987,360344,1,1
367987,256513,2,2
367987,26310,1,1
367987,18252,8,2
367987,308903,4,1
367987,79714,1,1
367987,41511,5,1
367987,390877,1,1
368007,332163,2,2
368033,204023,5,4
368040,110797,1,1
368040,78494,0,0
368040,98520,0,0
368044,415995,0,0
368098,283154,0,0
368136,431447,1,1
368241,404793,1,1
368263,175538,1,1
368263,151385,0,0
368263,319898,0,0
368263,402304,7,7
368263,177233,1,1
368263,60412,3,3
368263,274756,0,0
368263,133460,0,0
368263,144177,1,1
368347,158666,1,1
368444,420123,2,2
368499,368403,2,2
368509,66405,10,4
368523,1255,4,4
368542,316183,3,3
368611,57245,3,3
368654,450835,2,2
368669,25535,8,8
368673,395273,2,2
368688,315378,1,1
368688,5411,0,0
368688,192288,0,0
368688,273872,0,0
368688,361288,0,0
368688,322342,1,1
368688,400946,0,0
368787,465650,1,1
368787,7449,3,3
368807,7943,3,3
368810,312728,1,1
368819,433567,1,1
368826,57699,3,3
368872,453537,1,1
368915,238005,9,6
368915,415242,0,0
368964,164681,1,1
369102,319680,2,2
369155,327104,0,0
369168,293963,1,1
369168,119373,3,3
369168,116772,2,2
369173,205814,1,1
369205,226192,1,1
369254,291409,3,3
369270,342143,0,0
369301,89379,3,3
369363,17478,3,3
369374,148996,1,1
369432,453192,1,1
369533,373842,7,7
369548,221918,1,1
369557,173766,2,2
369670,292658,2,2
369695,369447,3,3
369701,272907,1,1
369736,256721,4,4
369760,178358,2,2
369812,88278,1,1
369837,447661,1,1
369973,187691,1,1
369993,322972,0,0
369994,258310,1,1
369996,135490,1,1
370007,218626,1,1
370053,282385,5,5
370060,171878,0,0
370104,380825,1,1
370123,112855,2,2
370123,46659,3,3
370123,300610,0,0
370134,274798,1,1
370134,59393,0,0
370154,268772,1,1
370164,261589,2,2
370174,220540,0,0
370206,181531,3,3
370206,12879,0,0
370237,212370,8,8
370237,172894,7,7
370250,310944,2,2
370272,329361,0,0
370325,313463,0,0
370331,357541,3,3
370337,170751,1,1
370362,367406,2,2
370389,331331,1,1
370389,265536,12,12
370389,43676,2,2
370389,410063,4,4
370445,88904,0,0
370541,266468,2,2
370552,386247,1,1
370592,251499,4,4
370602,190404,0,0
370605,445444,2,2
370641,349109,1,1
370644,246825,1,1
370681,178274,2,2
370717,122584,1,1
370723,12217,3,3
370742,241715,1,1
370759,279517,6,6
370797,409804,1,1
370800,422819,3,3
370800,18303,40,40
370817,444636,5,5
370847,434772,3,1
370847,138595,0,0
370847,454662,0,0
370850,27995,11,7
370850,163215,2,2
370863,173847,2,2
370888,356084,0,0
370888,85732,0,0
370888,265842,0,0
370888,445041,0,0
370888,254103,0,0
370888,71480,0,0
370892,425310,1,1
370902,84310,1,1
370926,415928,0,0
370926,124081,0,0
370926,336842,1,1
370926,40630,0,0
370926,42523,0,0
370928,299222,2,2
371016,230841,5,5
371117,257551,7,7
371146,50197,0,0
371163,322123,2,2
371231,461686,2,2
371232,279457,0,0
371244,386476,2,2
371257,86057,2,2
371257,9025,1,1
371257,337196,1,1
371257,219072,3,3
371257,233429,2,2
371257,88791,3,3
371257,291964,2,2
371257,400946,2,2
371257,11710,2,2
371257,58217,3,3
371257,374178,2,2
371257,5250,4,4
371293,33993,1,1
371330,92509,2,2
371356,426454,0,0
371356,100046,0,0
371356,350772,0,0
371356,340366,0,0
371356,451835,0,0
371356,19423,2,2
371364,268417,0,0
371372,18303,1,1
371392,381832,3,3
371482,354555,0,0
371540,215363,3,3
371544,367447,1,1
371604,376,1,1
371604,270745,1,1
371604,35061,1,1
371604,279052,1,1
371604,426751,1,1
371604,259078,3,3
371604,11390,2,2
371604,137102,3,3
371604,134118,1,1
371604,90921,2,2
371604,101184,1,1
371604,61298,2,2
371604,349815,1,1
371604,138677,4,4
371604,206241,2,2
371604,235796,1,1
371604,392146,1,1
371604,243843,3,3
371604,135142,1,1
371604,7943,2,2
371604,460553,3,3
371604,384470,1,1
371604,11670,2,2
371604,363602,1,1
371604,340375,0,0
371604,175273,2,2
371604,346213,2,2
371604,101698,4,4
371604,243355,1,1
371604,148666,1,1
371604,287972,1,1
371604,172842,1,1
371604,80435,0,0
371604,24734,1,1
371604,302587,2,2
371604,297965,1,1
371604,257611,2,2
371604,315571,2,2
371604,432357,2,2
371604,129972,3,3
371604,200536,1,1
371604,232780,2,2
371604,62035,0,0
371604,284901,2,2
371604,191106,0,0
371604,41803,1,1
371604,346673,1,1
371604,496,1,1
371604,443320,1,1
371604,175668,1,1
371604,407078,1,1
371604,91998,2,2
371604,359863,2,2
371604,383869,2,2
371606,367588,2,2
371606,259059,2,2
371606,49257,2,2
371606,224605,1,1
371606,268081,3,3
371606,428879,2,2
371606,29940,1,1
371606,90931,8,8
371606,128513,1,1
371606,425094,2,2
371606,253286,6,6
371606,439875,3,3
371606,220797,1,1
371606,393123,2,2
371606,231482,2,2
371606,23762,4,4
371606,25091,1,1
371606,319092,0,0
371606,235437,2,2
371606,204820,1,1
371606,133001,1,1
371606,435709,3,3
371606,256280,1,1
371606,438092,2,2
371606,393111,1,1
371606,289298,2,2
371606,29757,1,1
371606,289096,2,2
371606,204494,2,2
371606,224799,1,1
371606,48030,6,2
371606,169213,1,1
371606,294449,2,2
371606,150547,1,1
371606,397170,2,2
371606,430197,1,1
371606,258148,1,1
371606,308764,1,1
371606,206767,1,1
371606,325310,5,3
371606,416154,1,1
371606,162863,5,5
371606,297441,2,2
371606,161623,1,1
371606,90487,1,1
371606,269079,4,4
371606,294242,1,1
371606,222848,1,1
371606,218626,1,1
371606,77735,1,1
371606,236000,1,1
371606,149382,5,5
371606,354881,3,3
371606,77733,2,2
371606,325652,1,1
371606,249804,2,2
371606,337361,4,4
371606,235971,1,1
371606,47718,2,2
371606,116721,1,1
371606,244027,1,1
371606,288525,5,1
371606,352091,2,2
371606,78729,1,1
371606,233734,3,3
371606,342530,1,1
371606,199018,1,1
371606,310314,2,2
371606,385261,1,1
371606,152836,2,2
371606,276494,2,2
371606,399592,1,1
371606,298830,1,1
371606,117055,2,2
371606,297565,1,1
371606,123899,1,1
371606,130776,1,1
371606,424293,2,2
371606,367696,2,2
371606,243355,3,3
371606,108458,1,1
371606,330900,2,1
371606,170952,2,2
371606,106575,2,2
371606,236143,1,1
371606,134191,3,3
371606,208695,1,1
371606,2463,1,1
371606,121680,1,1
371606,206664,3,3
371606,89646,2,2
371606,374835,2,2
371606,428891,3,3
371606,90219,1,1
371606,219512,2,2
371606,424506,1,1
371606,452194,2,2
371606,234033,2,2
371606,126644,2,2
371606,175749,1,1
371606,176648,0,0
371606,360825,2,2
371606,346886,1,1
371606,379480,2,2
371606,204214,2,2
371606,463617,2,1
371606,413839,1,1
371612,293808,1,1
371612,28161,2,2
371644,170267,1,1
371654,88985,3,3
371700,429721,3,3
371711,262407,2,2
371730,234613,3,3
371733,36864,3,3
371747,450726,8,8
371760,259105,3,3
371773,139724,2,2
371901,124272,1,1
372048,55251,1,1
372049,374564,0,0
372049,126019,1,1
372049,383255,3,3
372049,243470,2,2
372109,177555,1,1
372235,309778,1,1
372252,346487,3,3
372352,57788,2,2
372354,386480,2,2
372406,202534,1,1
372427,188463,1,1
372447,353388,1,1
372447,192414,1,1
372447,463002,1,1
372452,317417,1,1
372543,26988,1,1
372549,300252,4,4
372593,64951,3,3
372593,387373,5,5
372609,339808,3,3
372624,122604,0,0
372653,309499,0,0
372653,404927,0,0
372653,453487,1,1
372661,339517,4,4
372666,299222,3,3
372687,156591,6,6
372701,6316,1,1
372705,371756,3,3
372728,385150,1,1
372728,341076,0,0
372728,138996,2,2
372728,410245,0,0
372728,416247,0,0
372728,433606,1,1
372728,18480,0,0
372748,82811,7,7
372748,305174,1,1
372748,441199,3,3
372748,222514,2,2
372781,264604,4,4
372781,177233,0,0
372781,159380,1,1
372829,388276,1,1
372844,125440,0,0
372844,440066,3,3
372896,436195,1,1
372969,17910,3,3
373125,250958,0,0
373171,297685,2,2
373172,372983,2,2
373182,139243,1,1
373194,457045,8,2
373224,277762,2,2
373274,375955,14,13
373360,305675,2,2
373389,123175,2,2
373394,212156,2,2
373397,384555,0,0
373399,375444,0,0
373428,127799,2,2
373455,216693,0,0
373455,190536,1,1
373455,120763,0,0
373455,251776,0,0
373455,321850,1,1
373455,392755,1,1
373477,239583,1,1
373573,150439,0,0
373577,248455,1,1
373601,287231,2,2
373719,250643,0,0
373719,3146,0,0
373738,124583,1,1
373790,462214,1,1
373790,198934,1,1
373797,303517,2,2
373850,342159,4,3
373852,385475,4,4
373852,312513,1,1
373892,333015,1,1
373906,265165,4,4
373992,404096,3,3
374054,154289,1,1
374067,46130,1,1
374076,201667,2,2
374111,190975,3,3
374128,99860,0,0
374275,425334,4,4
374304,236949,1,1
374315,54543,2,2
374362,285725,1,1
374380,325852,0,0
374386,49621,0,0
374417,272890,3,3
374477,30990,3,3
374586,188148,1,1
374587,145403,2,2
374628,227105,3,3
374680,221794,1,1
374700,427103,6,6
374805,381759,1,1
374805,341701,2,2
374805,157121,1,1
374805,54980,1,1
374817,274325,1,1
374845,56717,0,0
374903,448601,2,2
374909,81453,5,5
374922,69263,5,5
374927,341009,2,2
374933,425228,7,7
374958,356029,1,1
375009,293126,0,0
375010,384521,2,2
375037,199496,1,1
375068,190000,2,2
375090,141480,3,3
375095,294807,2,2
375110,382751,4,4
375122,238447,1,1
375270,207430,1,1
375318,240262,1,1
375359,28686,0,0
375409,397642,3,3
375506,379693,1,1
375521,138837,3,3
375545,299677,6,6
375608,92361,3,3
375627,334094,8,8
375627,67115,3,3
375698,461538,0,0
375703,235224,2,2
375715,403192,1,1
375721,129020,2,2
375760,73311,1,1
375768,214441,4,4
375768,197083,6,6
375772,77399,3,3
375773,389860,0,0
375783,256368,2,2
375784,381653,1,1
375822,229523,0,0
375899,322355,1,1
375924,127289,1,1
375934,77321,1,1
375944,400859,2,2
375970,424502,1,1
376121,351394,1,1
376131,104116,2,2
376131,338939,1,1
376137,345694,0,0
376150,372756,2,2
376150,377960,2,2
376205,169260,5,5
376206,360825,3,3
376236,40593,3,3
376313,322247,1,1
376313,70039,1,1
376313,190881,1,1
376313,316415,1,1
376399,331471,2,2
376440,325310,7,3
376444,139978,1,1
376488,17277,2,2
376507,436004,1,1
376557,351464,3,3
376559,387863,3,3
376591,257534,3,3
376601,359587,1,1
376718,168927,0,0
376721,358565,1,1
376721,95467,0,0
376721,440826,2,2
376829,43136,1,1
376837,368180,1,1
376846,31078,3,3
376905,8271,1,1
376987,380493,1,1
376994,24390,2,2
377023,432925,1,1
377064,292633,0,0
377096,233200,4,4
377160,93144,1,1
377200,381766,1,1
377203,320130,0,0
377237,301717,3,3
377237,217764,0,0
377237,295847,2,2
377270,378045,1,1
377292,430982,1,1
377342,2641,10,10
377356,377863,0,0
377378,207205,1,1
377384,155485,2,1
377399,205136,1,1
377426,174284,5,5
377426,176106,1,1
377458,220003,2,2
377467,82580,7,7
377478,74789,3,3
377483,272813,1,1
377497,276848,1,1
377533,220353,1,1
377533,179005,1,1
377536,406121,1,1
377651,54600,3,3
377698,175356,1,1
377699,169256,3,3
377760,298740,1,1
377770,91925,0,0
377773,464142,1,1
377807,419215,2,2
377811,177425,3,3
377811,37184,2,2
377811,454917,0,0
377811,340279,2,2
377811,448220,0,0
377869,99647,2,2
377896,103634,3,3
377940,386010,0,0
377978,384170,1,1
377978,461686,4,4
377983,179290,1,1
377983,25744,1,1
377983,102925,1,1
377992,455614,2,2
378003,427939,1,1
378113,312728,0,0
378113,317691,1,1
378113,258058,0,0
378121,126032,1,1
378121,150318,7,4
378180,256846,0,0
378249,364796,2,2
378335,394678,1,1
378396,320788,4,4
378400,338148,1,1
378462,272969,1,1
378600,225279,6,6
378706,49621,0,0
378762,461835,1,1
378802,148285,2,2
378807,236969,0,0
378918,394080,2,2
378958,158709,1,1
378985,317844,1,1
378999,254196,4,4
379002,447960,2,2
379008,441645,4,4
379036,416017,3,3
379048,384173,4,4
379058,83663,3,3
379058,288901,1,1
379058,385973,0,0
379058,437431,2,2
379058,371985,3,3
379058,400946,8,5
379058,18717,2,2
379058,187138,6,2
379058,140527,2,2
379058,265846,1,1
379058,248142,3,3
379058,171195,14,3
379058,18252,0,0
379058,368360,1,1
379058,290269,1,1
379058,254029,2,2
379058,125799,1,1
379058,308648,1,1
379092,159380,0,0
379092,46443,1,1
379106,418560,3,3
379106,220896,2,2
379156,67438,1,1
379159,345749,1,1
379159,128043,2,2
379159,194987,2,2
379159,243119,0,0
379159,187143,2,2
379159,402439,0,0
379223,5470,1,1
379340,220445,3,3
379343,417733,1,1
379363,449381,1,1
379386,100199,1,1
379413,162479,1,1
379413,158741,0,0
379413,236345,1,1
379413,336165,2,2
379413,33725,0,0
379413,31514,1,1
379413,76731,0,0
379413,388980,0,0
379413,399476,1,1
379413,274748,0,0
379413,448137,0,0
379413,247352,1,1
379413,450776,0,0
379413,382570,0,0
379413,93404,2,2
379413,315234,2,2
379413,240362,2,2
379427,147008,0,0
379427,2775,0,0
379427,869,0,0
379427,282517,0,0
379427,367079,0,0
379539,413490,3,3
379601,256721,2,2
379646,204494,0,0
379692,349202,2,2
379698,384415,1,1
379736,114288,1,1
379844,100393,2,1
379864,168952,1,1
379870,12848,0,0
379894,234494,17,1
379925,280939,14,14
379925,257723,3,3
379932,375796,2,2
379932,65540,1,1
379932,399305,1,1
379932,7943,3,3
379932,367391,1,1
379932,444899,1,1
379932,132126,1,1
379932,119736,2,2
379932,427978,2,2
379932,133332,1,1
379932,320130,2,2
379932,81453,1,1
379932,177553,1,1
379932,79956,2,2
379932,163486,2,2
379932,318333,1,1
379932,242905,2,2
380002,273571,3,3
380046,253615,2,2
380070,131733,6,6
380095,416996,1,1
380118,283201,3,3
380174,8122,1,1
380190,209463,0,0
380208,90230,1,1
380208,139435,1,1
380208,465951,1,1
380385,154460,1,1
380385,263386,0,0
380385,222333,0,0
380469,312728,1,1
380523,194299,1,1
